difficulty,topics,aj_level,title_ar,title_en,words,unknown,coverage_pct,unknown_per_100,publisher_glossed,tashkeel,video,url
3,travel|economy,Intermediate,ارْتِفَاعُ عَائِدَاتِ السِّيَاحَةِ فِي تُونس,Tunisia's Tourism Revenues Rise,177,54,69.3,30.7,5,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%B9%D8%A7%D8%A6%D8%AF%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9-%D9%81%D9%8A-%D8%AA%D9%88%D9%86%D8%B3
3,technology|travel,Intermediate,الجَزيرَةُ تُنَظّم مُؤْتَمَرًا حَوْل مُسْتَقبَل الإعلام,Al Jazeera hosts a summit on the future of media,94,25,73.1,26.9,2,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D8%AA%D9%86%D8%B8%D9%85-%D9%85%D8%A4%D8%AA%D9%85%D8%B1%D8%A7-%D8%AD%D9%88%D9%84-%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84-%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85
3,literature|education|society,Intermediate,طِفْلٌ سُورِيٌّ يَتَفَوَّقُ في القِرَاءَةِ بِألمانيا,A Syrian child excels in reading in Germany,132,35,73.5,26.5,2,,,https://learning.aljazeera.net/en/languageofmedia/%D8%B7%D9%81%D9%84-%D8%B3%D9%88%D8%B1%D9%8A-%D9%8A%D8%AA%D9%81%D9%88%D9%82-%D9%81%D9%8A-%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%A1%D8%A9-%D8%A8%D8%A3%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A7
3,education|sports|science|literature,Elementary,جامِعَةُ قَطَر تَفوز بمُناظَراتِ 2017,Qatar University wins the Qatar debate 2017,86,24,72.1,27.9,3,,,https://learning.aljazeera.net/en/languageofmedia/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D9%82%D8%B7%D8%B1-%D8%AA%D9%81%D9%88%D8%B2-%D8%A8%D9%85%D9%86%D8%A7%D8%B8%D8%B1%D8%A7%D8%AA-2017
3,health,Intermediate,تَوْصِيَاتٌ لِلْوِقَايَةِ مِن ارْتِفَاعِ ضَغْطِ الدَّم,Recommendations for preventing hypertension,55,17,69.1,30.9,3,,,https://learning.aljazeera.net/en/languageofmedia/%D8%AA%D9%88%D8%B5%D9%8A%D8%A7%D8%AA-%D9%84%D9%84%D9%88%D9%82%D8%A7%D9%8A%D8%A9-%D9%85%D9%86-%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%B6%D8%BA%D8%B7-%D8%A7%D9%84%D8%AF%D9%85
3,technology,Intermediate,التَّصَدِّي لِتَهْدِيداتِ جَرائِمِ الْإِنْترنت,Facing the cybercrimes threats,117,32,72.6,27.4,3,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%AA%D8%B5%D8%AF%D9%8A-%D9%84%D8%AA%D9%87%D8%AF%D9%8A%D8%AF%D8%A7%D8%AA-%D8%AC%D8%B1%D8%A7%D8%A6%D9%85-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA
3,technology|travel,Intermediate,الجَزِيرَةُ تَحْتَفِلُ بِعِيدِها الـ21,Al Jazeera celebrates its 21st anniversary,113,31,72.6,27.4,3,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D8%AA%D8%AD%D8%AA%D9%81%D9%84-%D8%A8%D8%B9%D9%8A%D8%AF%D9%87%D8%A7-%D8%A7%D9%84%D8%AD%D8%A7%D8%AF%D9%8A-%D9%88%D8%A7%D9%84%D8%B9%D8%B4%D8%B1%D9%8A%D9%86
3,literature,Intermediate,سُقُوطُ شُهُبٍ بِالمَنْطِقَةِ الْعَرَبِيَّةِ,A meteor shower in the Arab region,102,31,68.0,32.0,4,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%B3%D9%82%D9%88%D8%B7-%D8%B4%D9%87%D8%A8-%D8%A8%D8%A7%D9%84%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
3,travel|society,Introductory,ما سِرُّ البُحَيْرَةِ الوَرْدِيَّةِ في المَكْسِيك؟,What is the secret of the pink lake in Mexico?,218,67,69.0,31.0,6,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%A7-%D8%B3%D8%B1-%D8%A7%D9%84%D8%A8%D8%AD%D9%8A%D8%B1%D8%A9-%D8%A7%D9%84%D9%88%D8%B1%D8%AF%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%83%D8%B3%D9%8A%D9%83
3,health|society|technology|food,Intermediate,نَصَائِحُ لِتَرْبِيَةِ طِفْلٍ يَتَمَتَّعُ بِالصِّحَّةِ,Tips for Raising a Healthy Child,130,39,69.8,30.2,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D9%86%D8%B5%D8%A7%D8%A6%D8%AD-%D9%84%D8%AA%D8%B1%D8%A8%D9%8A%D8%A9-%D8%B7%D9%81%D9%84-%D9%8A%D8%AA%D9%85%D8%AA%D8%B9-%D8%A8%D8%A7%D9%84%D8%B5%D8%AD%D8%A9
3,health|society,Intermediate,أَرْبَعُ نَصَائِحَ لِمَرْضَى الصُّدَاعِ النّصْفِيِّ,4 tips for migraine sufferers,59,21,64.4,35.6,7,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A3%D8%B1%D8%A8%D8%B9-%D9%86%D8%B5%D8%A7%D8%A6%D8%AD-%D9%84%D9%85%D8%B1%D8%B6%D9%89-%D8%A7%D9%84%D8%B5%D8%AF%D8%A7%D8%B9-%D8%A7%D9%84%D9%86%D8%B5%D9%81%D9%8A
3,religion|travel,Introductory,المَسْجِدُ البِلَّوْرِيُّ في ماليزيا,The Crystal Mosque in Malaysia,142,39,69.0,31.0,3,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D9%85%D8%B3%D8%AC%D8%AF-%D8%A7%D9%84%D8%A8%D9%84%D9%88%D8%B1%D9%8A-%D9%81%D9%8A-%D9%85%D8%A7%D9%84%D9%8A%D8%B2%D9%8A%D8%A7
3,economy,Intermediate,الصِّينُ سَتَشْتَرِي طَائِرَاتٍ بِتِرِيلْيُونِ دُولَارٍ,China to buy planes worth $1 trillion,62,17,72.6,27.4,0,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D8%B3%D8%AA%D8%B4%D8%AA%D8%B1%D9%8A-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A7%D8%AA-%D8%A8%D8%AA%D8%B1%D9%8A%D9%84%D9%8A%D9%88%D9%86-%D8%AF%D9%88%D9%84%D8%A7%D8%B1
3,environment|health|society|science|food,Introductory,حَدَائِقُ لِهُوَاةِ الزِّرَاعَةِ في تُركيا,"In Turkey, gardens for amateur gardeners",222,72,67.4,32.6,10,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%AD%D8%AF%D8%A7%D8%A6%D9%82-%D9%84%D9%87%D9%88%D8%A7%D8%A9-%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9-%D9%81%D9%8A-%D8%AA%D8%B1%D9%83%D9%8A%D8%A7
3,health,Introductory,التّبَلْدِي.. شَجَرةٌ مُثْمِرةٌ تَعِيشُ مِئاتِ السّنين,The baobab tree lives for hundreds of years,175,51,67.7,32.3,6,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%AA%D8%A8%D9%84%D8%AF%D9%8A-%D8%B4%D8%AC%D8%B1%D8%A9-%D9%85%D8%AB%D9%85%D8%B1%D8%A9-%D8%AA%D8%B9%D9%8A%D8%B4-%D9%85%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%86%D9%8A%D9%86
3,culture|technology,Intermediate,الرَّسْمُ بِالْكَلِمَاتِ فَنٌّ يَتَحَدَّى الحاسُوبَ,Drawing with words: A challenge for computing,94,29,68.8,31.2,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%B1%D8%B3%D9%85-%D8%A8%D8%A7%D9%84%D9%83%D9%84%D9%85%D8%A7%D8%AA-%D9%81%D9%86-%D9%8A%D8%AA%D8%AD%D8%AF%D9%89-%D8%A7%D9%84%D8%AD%D8%A7%D8%B3%D9%88%D8%A8
3,health|technology,Intermediate,نَظَّارَاتٌ لِتَفَادِي النَّوْمِ أَثْنَاءَ الْقِيَادَةِ,Glasses with drowsiness detection,86,24,72.1,27.9,2,,,https://learning.aljazeera.net/en/languageofmedia/%D9%86%D8%B8%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D8%AA%D9%81%D8%A7%D8%AF%D9%8A-%D8%A7%D9%84%D9%86%D9%88%D9%85-%D8%A3%D8%AB%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D9%82%D9%8A%D8%A7%D8%AF%D8%A9
3,literature|religion,Intermediate,جَائِزَةُ الشَّيْخِ حَمَد لِلتَّرْجَمَةِ,Sheikh Hamad Award for Translation,187,50,73.3,26.7,1,,,https://learning.aljazeera.net/en/languageofmedia/%D8%AC%D8%A7%D8%A6%D8%B2%D8%A9-%D8%A7%D9%84%D8%B4%D9%8A%D8%AE-%D8%AD%D9%85%D8%AF-%D9%84%D9%84%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-1
3,politics,Intermediate,تُرْكِيا تُقِرُّ التّعاوُنَ العَسْكَرِي مَعَ قَطَر,Turkey approves military cooperation with Qatar,60,22,62.1,37.9,5,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%AA%D8%B1%D9%83%D9%8A%D8%A7-%D8%AA%D9%82%D8%B1-%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%88%D9%86-%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A-%D9%85%D8%B9-%D9%82%D8%B7%D8%B1
3,technology,Intermediate,الدِّيتُوكس الرَّقْمِي يَحْمِي دِمَاغَكَ,“Digital Detox” protects your brain,109,33,68.6,31.4,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%AF%D9%8A%D8%AA%D9%88%D9%83%D8%B3-%D8%A7%D9%84%D8%B1%D9%82%D9%85%D9%8A-%D9%8A%D8%AD%D9%85%D9%8A-%D8%AF%D9%85%D8%A7%D8%BA%D9%83
3,literature,Intermediate,أَكْبَرُ مَجْمَعٍ لِلُغَةِ الضَّادِ بِمُورِيتَانْيَا,The largest Arab Academy in Mauritania,85,24,71.8,28.2,2,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A3%D9%83%D8%A8%D8%B1-%D9%85%D8%AC%D9%85%D8%B9-%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%B6%D8%A7%D8%AF-%D8%A8%D9%85%D9%88%D8%B1%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D8%A7
3,literature|society|travel,Elementary,أرْدُوغان يُغَرِّدُ بِالْعَرَبِيَّةِ,Erdogan tweets in Arabic,42,14,65.9,34.1,1,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A3%D8%B1%D8%AF%D9%88%D8%BA%D8%A7%D9%86-%D9%8A%D8%BA%D8%B1%D8%AF-%D8%A8%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
3,economy|culture,Introductory,لِماذا أصْبَحَ الأوَّلُ مِنْ مايُو عِيدًا لِلْعُمّالِ؟,Why did May 1st become a Labor Day?,109,30,72.5,27.5,1,,Y,https://learning.aljazeera.net/en/languageofmedia/%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D8%A3%D8%B5%D8%A8%D8%AD-%D8%A7%D9%84%D8%A3%D9%88%D9%84-%D9%85%D9%86-%D9%85%D8%A7%D9%8A%D9%88-%D8%B9%D9%8A%D8%AF%D8%A7-%D9%84%D9%84%D8%B9%D9%85%D8%A7%D9%84
3,environment|technology,Elementary,زِرَاعَةُ الْخَضْرَاوَاتِ عَبْرَ الْهَاتِفِ الذَّكِيِّ,Growing vegetables via a smartphone,30,10,66.7,33.3,2,,,https://learning.aljazeera.net/en/languageofmedia/%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D8%AE%D8%B6%D8%B1%D8%A7%D9%88%D8%A7%D8%AA-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D8%A7%D9%84%D8%B0%D9%83%D9%8A
3,food,Intermediate,اعْتِدِلُوا فِي اسْتِهْلَاكِ بَدَائِلِ اللُّحُومِ!,Consume the pseudo meat with moderation,69,24,65.2,34.8,6,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D8%B9%D8%AA%D8%AF%D9%84%D9%88%D8%A7-%D9%81%D9%8A-%D8%A7%D8%B3%D8%AA%D9%87%D9%84%D8%A7%D9%83-%D8%A8%D8%AF%D8%A7%D8%A6%D9%84-%D8%A7%D9%84%D9%84%D8%AD%D9%88%D9%85
3,health|economy,Intermediate,زَيْتُ الْأَرْغَان.. الذَّهَبُ السّائلُ,Argan oil: liquid Gold,89,30,65.9,34.1,4,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%B2%D9%8A%D8%AA-%D8%A7%D9%84%D8%A3%D8%B1%D8%BA%D8%A7%D9%86-%D8%B0%D9%87%D8%A8-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8
3,culture|society|history,Intermediate,الفُنُونُ الإسْلامِيَّةُ تَتَعانَقُ في قَصْرِ الأمِيرِ بِالقاهِرَة,Islamic arts get together at the Prince Palace in Cairo,198,55,65.4,34.6,8,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D9%81%D9%86%D9%88%D9%86-%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9-%D8%AA%D8%AA%D8%B9%D8%A7%D9%86%D9%82-%D9%81%D9%8A-%D9%82%D8%B5%D8%B1-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1-%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D9%84%D9%8A-%D8%A8%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9
3,politics,Intermediate,قِرْغِيزِسْتَانُ تَمْنَعُ الشَّتْمَ,Kyrgyzstan bans insulting,94,29,68.8,31.2,5,,,https://learning.aljazeera.net/en/languageofmedia/%D9%82%D8%B1%D8%BA%D9%8A%D8%B2%D8%B3%D8%AA%D8%A7%D9%86-%D8%AA%D9%85%D9%86%D8%B9-%D8%A7%D9%84%D8%B4%D8%AA%D9%85
3,technology|literature|sports,Intermediate,"الْعَرَبِيَّةُ قَادِمَةٌ إلَى مِنَصّةِ ""إِكس بوكس""",L'arabe bientôt sur Xbox One,97,28,71.1,28.9,2,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%82%D8%A7%D8%AF%D9%85%D8%A9-%D8%A5%D9%84%D9%89-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D9%83%D8%B3-%D8%A8%D9%88%D9%83%D8%B3
3,literature,Intermediate,غُوغل يَحْتَفِي بِذِكْرَى مِيلَادِ الطَّيِّبِ صَالِح,Google celebrates Tayeb Salih's birthday,97,28,71.1,28.9,2,,,https://learning.aljazeera.net/en/languageofmedia/%D8%BA%D9%88%D8%BA%D9%84-%D9%8A%D8%AD%D8%AA%D9%81%D9%8A-%D8%A8%D8%B0%D9%83%D8%B1%D9%89-%D9%85%D9%8A%D9%84%D8%A7%D8%AF-%D8%A7%D9%84%D8%B7%D9%8A%D8%A8-%D8%B5%D8%A7%D9%84%D8%AD
3,history,Elementary,تُركِيا تَحْتَفِلُ بفَتْح القُسْطنْطينِية,Turkey marks Istanbul's conquest,50,16,66.7,33.3,0,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%AA%D8%B1%D9%83%D9%8A%D8%A7-%D8%AA%D8%AD%D8%AA%D9%81%D9%84-%D8%A8%D9%81%D8%AA%D8%AD-%D8%A7%D9%84%D9%82%D8%B3%D8%B7%D9%86%D8%B7%D9%8A%D9%86%D9%8A%D8%A9
3,technology|travel,Introductory,مُخْتَرِعٌ فِلِبِّينِيّ يَبْتَكِرُ سَيَّارَةً طائِرَة,A Filipino invents a 'flying car',125,38,69.6,30.4,5,,Y,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%AE%D8%AA%D8%B1%D8%B9-%D9%81%D9%84%D8%A8%D9%8A%D9%86%D9%8A-%D9%8A%D8%A8%D8%AA%D9%83%D8%B1-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A9
3,technology,Intermediate,السَّيَّاراتُ الكَهْرَبائِيَّةُ تَنْتَشِرُ سَرِيعًا,Electric cars are quickly spreading,94,31,66.3,33.7,3,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A%D8%A9-%D8%AA%D9%86%D8%AA%D8%B4%D8%B1-%D8%B3%D8%B1%D9%8A%D8%B9%D8%A7
3,religion,Intermediate,عِيدُ الْفِطْرِ مِسْكُ خِتَامِ شَهْرِ رَمَضَانَ,"Eid Al Fitr, Ramadan ends up in celebrations",85,27,68.2,31.8,5,,,https://learning.aljazeera.net/en/languageofmedia/%D8%B9%D9%8A%D8%AF-%D8%A7%D9%84%D9%81%D8%B7%D8%B1-%D9%85%D8%B3%D9%83-%D8%AE%D8%AA%D8%A7%D9%85-%D8%B4%D9%87%D8%B1-%D8%B1%D9%85%D8%B6%D8%A7%D9%86-1
3,technology,Intermediate,الْإِنْتَرْنِتُ الْخَفِيُّ,The hidden web,108,32,70.4,29.6,3,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D8%A7%D9%84%D8%AE%D9%81%D9%8A
3,health,Intermediate,الِاكْتِئَابُ قَدْ يَكُونُ مَرَضًا جَسَدِيًّا,Depression may be a physical illness,84,24,71.4,28.6,1,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%A7%D9%83%D8%AA%D8%A6%D8%A7%D8%A8-%D9%82%D8%AF-%D9%8A%D9%83%D9%88%D9%86-%D9%85%D8%B1%D8%B6%D8%A7-%D8%AC%D8%B3%D8%AF%D9%8A%D8%A7
3,politics|society,Intermediate,دَعَواتٌ لِلتَّظاهُرِ لِرَفْعِ العُقوباتِ عَنْ غَزَّة,Calls to lift sanctions on Gaza,145,45,67.4,32.6,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%AF%D8%B9%D9%88%D8%A7%D8%AA-%D9%84%D9%84%D8%AA%D8%B8%D8%A7%D9%87%D8%B1-%D9%84%D8%B1%D9%81%D8%B9-%D8%A7%D9%84%D8%B9%D9%82%D9%88%D8%A8%D8%A7%D8%AA-%D8%B9%D9%86-%D8%BA%D8%B2%D8%A9
3,history|travel|science,Intermediate,اكْتِشاف آثارٍ تَرْبِطُ أَرِيحَا بِمِصْرَ القَدِيمَة,Artifacts link Jericho to ancient Egypt,129,43,66.1,33.9,4,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%83%D8%AA%D8%B4%D8%A7%D9%81-%D8%A2%D8%AB%D8%A7%D8%B1-%D8%AA%D8%B1%D8%A8%D8%B7-%D8%A3%D8%B1%D9%8A%D8%AD%D8%A7-%D8%A8%D9%85%D8%B5%D8%B1-%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D9%85%D8%A9
3,travel,Intermediate,تُرْكيا تَجْتَذِبُ مَزِيدًا منَ السُّيَّاح الخَلِيجيّين,Turkey attracts more tourists from the Gulf,81,24,70.4,29.6,2,,,https://learning.aljazeera.net/en/languageofmedia/%D8%AA%D8%B1%D9%83%D9%8A%D8%A7-%D8%AA%D8%AC%D8%AA%D8%B0%D8%A8-%D9%85%D8%B2%D9%8A%D8%AF%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD-%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A%D9%8A%D9%86
3,travel,Intermediate,"الصِّينُ تُطْلِقُ ""قِطَارِهَا السَّمَاوِي""",China launches its 'Skytrain',71,25,64.3,35.7,4,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D8%AA%D8%B7%D9%84%D9%82-%D9%82%D8%B7%D8%A7%D8%B1%D9%87%D8%A7-%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D9%88%D9%8A
3,history,Introductory,جِسْرٌ عَلَى نَهَرِ درينا!,Mehmed Paša Sokolović Bridge,261,75,68.9,31.1,4,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%AC%D8%B3%D8%B1-%D8%B9%D9%84%D9%89-%D9%86%D9%87%D8%B1-%D8%AF%D8%B1%D9%8A%D9%86%D8%A7
3,science,Intermediate,الْعَبْقَرِي.. دراما تِلِفِزْيُونِيَّة عَن أَينشْتايِن,The genius: a TV series about Albert Einstein,99,33,66.7,33.3,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%B9%D8%A8%D9%82%D8%B1%D9%8A-%D8%AF%D8%B1%D8%A7%D9%85%D8%A7-%D8%AA%D9%84%D9%81%D8%B2%D9%8A%D9%88%D9%86%D9%8A%D8%A9-%D8%B9%D9%86-%D8%A3%D9%8A%D9%86%D8%B4%D8%AA%D8%A7%D9%8A%D9%86
3,health,Intermediate,حادِثُ قِطارٍ مُمِيتٌ في مِصْرَ,Deadly train accident in Egypt,90,26,71.1,28.9,1,,,https://learning.aljazeera.net/en/languageofmedia/%D8%AD%D8%A7%D8%AF%D8%AB-%D9%82%D8%B7%D8%A7%D8%B1-%D9%85%D9%85%D9%8A%D8%AA-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1
3,health|environment,Intermediate,الْحَيَوَانَاتُ الْأَلِيفَةُ لِعِلَاجِ الْخَرَفِ,Pets as a treatment for dementia,89,29,66.3,33.7,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%AD%D9%8A%D9%88%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%84%D9%8A%D9%81%D8%A9-%D9%84%D8%B9%D9%84%D8%A7%D8%AC-%D8%A7%D9%84%D8%AE%D8%B1%D9%81
3,religion,Intermediate,رَمَضَانُ يُسَاعِدُ عَلَى الإِقْلَاعِ عَنِ التَّدْخِينِ,Ramadan helps to quit smoking,89,26,70.8,29.2,1,,,https://learning.aljazeera.net/en/languageofmedia/%D8%B1%D9%85%D8%B6%D8%A7%D9%86-%D9%8A%D8%B3%D8%A7%D8%B9%D8%AF-%D9%81%D9%8A-%D8%A7%D9%84%D8%A5%D9%82%D9%84%D8%A7%D8%B9-%D8%B9%D9%86-%D8%A7%D9%84%D8%AA%D8%AF%D8%AE%D9%8A%D9%86
3,society,Introductory,رافِيا أَرْشَد.. أَوَّلُ قاضِيَةٍ مُحَجَّبَةٍ في بريطانيا,Raffia Arshad... Britain’s first hijab-wearing judge,158,52,65.3,34.7,5,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%B1%D8%A7%D9%81%D9%8A%D8%A7-%D8%A3%D8%B1%D8%B4%D8%AF-%D8%A3%D9%88%D9%84-%D9%82%D8%A7%D8%B6%D9%8A%D8%A9-%D9%85%D8%AD%D8%AC%D8%A8%D8%A9-%D9%81%D9%8A-%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A7
3,culture|religion|literature,Intermediate,مَعْرِضٌ للْقُرْآنِ بِوَاشِنْطُن,A Quran exhibition in Washington,167,45,67.2,32.8,1,Y,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%B9%D8%B1%D8%B6-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A8%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86
3,society,Intermediate,حَظْرُ الحَواسِيبِ يُهَدِّدُ رِحْلاتِ رِجالِ الْأَعْمال,Laptops ban threatens business flights,91,28,69.2,30.8,3,,,https://learning.aljazeera.net/en/languageofmedia/%D8%AD%D8%B8%D8%B1-%D8%A7%D9%84%D8%AD%D9%88%D8%A7%D8%B3%D9%8A%D8%A8-%D9%8A%D9%87%D8%AF%D8%AF-%D8%B1%D8%AD%D9%84%D8%A7%D8%AA-%D8%B1%D8%AC%D8%A7%D9%84-%D8%A7%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84
3,technology|travel|science|society,Intermediate,الجَزيرَةُ تُطْلِقُ خِدْمَةً رَقْمِيَّةً صَوْتِية جديدة,Al Jazeera launches a new digital audio service,85,27,68.2,31.8,4,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D8%AA%D8%B7%D9%84%D9%82-%D8%AE%D8%AF%D9%85%D8%A9-%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9
3,economy,Intermediate,انْخِفَاضُ مُعَدَّلِ التَّضَخُّمِ فِي السُّودَان,Sudan inflation rate falls,68,22,67.6,32.4,2,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%86%D8%AE%D9%81%D8%A7%D8%B6-%D9%85%D8%B9%D8%AF%D9%84-%D8%A7%D9%84%D8%AA%D8%B6%D8%AE%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86
3,society|education,Introductory,المَغارِبَةُ يَسْتَغِلُّونَ الحَجْرَ المَنْزِلِيَّ في التَّعْلِيمِ ورِعايَةِ الأُسْرَةِ,Moroccans take advantage of the confinement to teach and care for the family,203,65,65.8,34.2,5,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D9%85%D8%BA%D8%A7%D8%B1%D8%A8%D8%A9-%D9%8A%D8%B3%D8%AA%D8%BA%D9%84%D9%88%D9%86-%D8%A7%D9%84%D8%AD%D8%AC%D8%B1-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%88%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%A3%D8%B3%D8%B1%D8%A9
3,politics,Intermediate,الأفْيُونُ يَقْتُلُ 175 أميركِيًّا كُلَّ يَوْمٍ,Opium kills 175 Americans every day,115,39,65.8,34.2,3,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%A3%D9%81%D9%8A%D9%88%D9%86-%D9%8A%D9%82%D8%AA%D9%84-175-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A%D8%A7-%D9%83%D9%84-%D9%8A%D9%88%D9%85
